"month","flat_type","block","street_name","storey_range","Floor_Range","floor_area_sqm","lease_commence_date","remaining_lease","Total_Months","resale_price","Flag_for_floor_range","Flag_for_total_months"
"2019-11","4 ROOM","114","BISHAN ST 12","04 TO 06","4","84","1986","65 years 02 months","780","475000","1","1"
"2019-11","4 ROOM","175","BISHAN ST 13","04 TO 06","4","103","1987","66 years 10 months","792","475000","1","1"
"2019-11","4 ROOM","181","BISHAN ST 13","10 TO 12","10","83","1987","66 years 03 months","792","540000","2","1"
"2019-11","4 ROOM","172","BISHAN ST 13","04 TO 06","4","83","1987","67 years 01 month","804","448000","1","1"
"2019-11","4 ROOM","236","BISHAN ST 22","01 TO 03","1","107","1992","71 years 06 months","852","488000","1","1"
"2019-11","4 ROOM","263","BISHAN ST 22","01 TO 03","1","112","1992","71 years 09 months","852","590000","1","1"
"2019-11","4 ROOM","239","BISHAN ST 22","10 TO 12","10","105","1992","71 years 09 months","852","590000","2","1"
"2019-11","4 ROOM","234","BISHAN ST 22","10 TO 12","10","106","1992","71 years 05 months","852","595000","2","1"
"2019-11","4 ROOM","260","BISHAN ST 22","07 TO 09","7","104","1992","71 years 08 months","852","558000","2","1"
"2019-11","4 ROOM","204","BISHAN ST 23","10 TO 12","10","103","1992","71 years 06 months","852","620000","2","1"
"2019-11","4 ROOM","207","BISHAN ST 23","01 TO 03","1","105","1992","71 years 06 months","852","570000","1","1"
"2019-11","4 ROOM","290","BISHAN ST 24","19 TO 21","19","102","1998","77 years 07 months","924","693000","3","1"
"2019-11","4 ROOM","267","BISHAN ST 24","10 TO 12","10","104","1992","71 years 09 months","852","560000","2","1"
"2019-11","4 ROOM","272","BISHAN ST 24","10 TO 12","10","101","1992","71 years 09 months","852","460000","2","1"
"2019-11","4 ROOM","455","SIN MING AVE","04 TO 06","4","105","1990","69 years 03 months","828","562000","1","1"
"2019-11","5 ROOM","140","BISHAN ST 12","04 TO 06","4","123","1988","67 years 10 months","804","648888","1","1"
"2019-11","5 ROOM","138","BISHAN ST 12","04 TO 06","4","121","1987","66 years 08 months","792","675000","1","1"
"2019-11","5 ROOM","157","BISHAN ST 13","19 TO 21","19","121","1988","67 years 03 months","804","800000","3","1"
"2019-11","5 ROOM","165","BISHAN ST 13","13 TO 15","13","131","1988","67 years 11 months","804","755000","3","1"
"2019-11","5 ROOM","164","BISHAN ST 13","01 TO 03","1","131","1988","67 years 08 months","804","705000","1","1"
"2019-11","5 ROOM","181","BISHAN ST 13","07 TO 09","7","121","1987","66 years 03 months","792","720000","2","1"
"2019-11","5 ROOM","154","BISHAN ST 13","04 TO 06","4","121","1987","67 years 01 month","804","690000","1","1"
"2019-11","5 ROOM","221","BISHAN ST 23","04 TO 06","4","121","1992","71 years 09 months","852","820000","1","1"
"2019-11","5 ROOM","275A","BISHAN ST 24","07 TO 09","7","120","2011","90 years 09 months","1080","988000","2","1"
"2019-11","5 ROOM","448","BRIGHT HILL DR","07 TO 09","7","123","1990","69 years 05 months","828","698000","2","1"
"2019-11","EXECUTIVE","186","BISHAN ST 13","10 TO 12","10","146","1987","66 years 09 months","792","925000","2","1"
"2019-11","EXECUTIVE","174","BISHAN ST 13","01 TO 03","1","152","1986","66 years","792","802888","1","1"
"2019-11","EXECUTIVE","201","BISHAN ST 23","04 TO 06","4","147","1992","71 years 06 months","852","880000","1","1"
"2019-11","MULTI-GENERATION","137","BISHAN ST 12","10 TO 12","10","169","1987","66 years 07 months","792","988888","2","1"
"2019-12","3 ROOM","171","BISHAN ST 13","04 TO 06","4","64","1988","67 years 01 month","804","381800","1","1"
"2019-12","3 ROOM","24","SIN MING RD","07 TO 09","7","65","1973","52 years 10 months","624","257000","2","0"
"2019-12","4 ROOM","149","BISHAN ST 11","04 TO 06","4","84","1987","66 years 01 month","792","415000","1","1"
"2019-12","4 ROOM","113","BISHAN ST 12","07 TO 09","7","105","1986","65 years 01 month","780","650000","2","1"
"2019-12","4 ROOM","115","BISHAN ST 12","04 TO 06","4","104","1986","65 years 01 month","780","630000","1","1"
"2019-12","4 ROOM","130","BISHAN ST 12","07 TO 09","7","90","1986","65 years 02 months","780","460000","2","1"
"2019-12","4 ROOM","113","BISHAN ST 12","04 TO 06","4","105","1986","65 years 01 month","780","615000","1","1"
"2019-12","4 ROOM","114","BISHAN ST 12","07 TO 09","7","84","1986","65 years 01 month","780","518000","2","1"
